medicine_id,name,batch,expiry,quantity
MED1525,Paracetamol,B25,2025-09-11,42
MED1526,Paracetamol,B26,2025-12-20,193
MED1527,Paracetamol,B27,2026-06-17,25
MED1528,Paracetamol,B28,2025-12-22,106
MED1529,Paracetamol,B29,2025-10-29,114
MED1530,Paracetamol,B30,2025-11-18,38
MED1531,Paracetamol,B31,2026-08-05,39
MED1532,Paracetamol,B32,2025-08-21,104
MED1533,Paracetamol,B33,2026-06-13,152
MED1534,Paracetamol,B34,2025-12-19,195
MED1535,Paracetamol,B35,2026-08-02,184
MED1536,Paracetamol,B36,2025-08-08,142
MED1537,Paracetamol,B37,2025-09-01,53
MED1538,Paracetamol,B38,2025-09-19,171
MED1539,Paracetamol,B39,2026-02-07,28
MED1540,Paracetamol,B40,2026-02-06,148
MED1541,Paracetamol,B41,2025-08-01,78
MED1542,Paracetamol,B42,2026-04-24,190
MED1543,Paracetamol,B43,2026-01-23,143
MED1544,Paracetamol,B44,2025-11-07,127
MED1545,Paracetamol,B45,2026-03-18,99
MED1546,Paracetamol,B46,2026-06-11,84
MED1547,Paracetamol,B47,2026-01-05,134
MED1548,Paracetamol,B48,2026-08-17,1
MED1549,Paracetamol,B49,2025-08-24,3
MED1550,Paracetamol,B0,2026-08-04,155
MED1552,Paracetamol,B2,2025-09-09,175
MED1553,Paracetamol,B3,2025-09-09,150
MED1554,Paracetamol,B4,2025-08-19,193
MED1555,Paracetamol,B5,2025-07-16,83
MED1556,Paracetamol,B6,2025-11-07,106
MED1557,Paracetamol,B7,2025-09-29,27
MED1558,Paracetamol,B8,2026-02-25,194
MED1559,Paracetamol,B9,2026-10-31,69
MED1561,Paracetamol,B11,2026-07-10,108
MED1562,Paracetamol,B12,2025-10-22,57
MED1563,Paracetamol,B13,2026-03-01,158
MED1564,Paracetamol,B14,2025-07-10,104
MED1565,Paracetamol,B15,2026-10-19,33
MED1566,Paracetamol,B16,2026-06-02,25
MED1567,Paracetamol,B17,2026-03-04,111
MED1568,Paracetamol,B18,2025-08-12,69
MED1569,Paracetamol,B19,2026-01-08,30
MED1571,Paracetamol,B21,2025-12-13,147
MED1572,Paracetamol,B22,2026-11-07,1
MED1573,Paracetamol,B23,2026-03-05,89
MED1574,Paracetamol,B24,2025-07-25,178
MED1575,Paracetamol,B25,2026-03-22,125
MED1576,Paracetamol,B26,2026-08-04,115
MED1577,Paracetamol,B27,2025-09-17,70
MED1578,Paracetamol,B28,2026-07-22,14
MED1579,Paracetamol,B29,2025-12-28,49
MED1580,Paracetamol,B30,2026-09-28,54
MED1581,Paracetamol,B31,2026-09-29,93
MED1582,Paracetamol,B32,2026-09-18,191
MED1583,Paracetamol,B33,2025-08-22,130
MED1584,Paracetamol,B34,2025-10-19,11
MED1585,Paracetamol,B35,2026-01-09,27
MED1586,Paracetamol,B36,2026-03-17,28
MED1587,Paracetamol,B37,2026-02-11,107
MED1588,Paracetamol,B38,2026-05-04,3
MED1589,Paracetamol,B39,2026-05-19,88
MED1590,Paracetamol,B40,2026-09-24,22
MED1591,Paracetamol,B41,2026-03-11,114
MED1593,Paracetamol,B43,2026-11-12,180
MED1594,Paracetamol,B44,2026-09-17,97
MED1595,Paracetamol,B45,2026-11-02,116
MED1596,Paracetamol,B46,2026-09-25,95
MED1597,Paracetamol,B47,2026-09-16,185
MED1598,Paracetamol,B48,2026-10-17,63
MED1599,Paracetamol,B49,2026-10-29,95
MED1600,Paracetamol,B0,2025-11-03,9
MED1601,Paracetamol,B1,2025-08-06,146
MED1602,Paracetamol,B2,2026-06-01,124
MED1603,Paracetamol,B3,2026-06-12,196
MED1604,Paracetamol,B4,2026-01-06,195
MED1605,Paracetamol,B5,2026-05-20,95
MED1606,Paracetamol,B6,2025-12-12,68
MED1607,Paracetamol,B7,2025-12-22,143
MED1608,Paracetamol,B8,2026-01-10,146
MED1609,Paracetamol,B9,2025-12-09,100
MED1610,Paracetamol,B10,2025-10-26,18
MED1611,Paracetamol,B11,2026-07-27,86
MED1612,Paracetamol,B12,2026-03-14,14
MED1613,Paracetamol,B13,2026-09-22,194
MED1614,Paracetamol,B14,2026-01-11,186
MED1615,Paracetamol,B15,2025-11-25,142
MED1616,Paracetamol,B16,2026-10-09,48
MED1617,Paracetamol,B17,2025-10-16,3
MED1618,Paracetamol,B18,2026-02-17,147
MED1619,Paracetamol,B19,2026-07-09,74
MED1620,Paracetamol,B20,2026-01-27,144
MED1621,Paracetamol,B21,2026-02-07,67
MED1622,Paracetamol,B22,2026-02-14,29
MED1623,Paracetamol,B23,2026-09-09,86
MED1624,Paracetamol,B24,2025-10-27,141
MED1625,Paracetamol,B25,2026-07-28,34
MED1626,Paracetamol,B26,2026-10-31,21
MED1627,Paracetamol,B27,2025-12-02,34
MED1628,Paracetamol,B28,2026-08-07,1
MED1629,Paracetamol,B29,2025-07-26,142
MED1630,Paracetamol,B30,2026-07-15,35
MED1631,Paracetamol,B31,2026-05-05,154
MED1632,Paracetamol,B32,2026-02-03,185
MED1633,Paracetamol,B33,2026-10-11,71
MED1634,Paracetamol,B34,2025-12-06,166
MED1635,Paracetamol,B35,2026-11-11,33
MED1636,Paracetamol,B36,2026-06-08,143
MED1637,Paracetamol,B37,2025-08-11,178
MED1638,Paracetamol,B38,2026-06-10,197
MED1639,Paracetamol,B39,2025-11-12,45
MED1641,Paracetamol,B41,2025-07-07,70
MED1642,Paracetamol,B42,2026-09-14,22
MED1643,Paracetamol,B43,2026-03-01,94
MED1644,Paracetamol,B44,2025-12-31,102
MED1645,Paracetamol,B45,2025-09-29,94
MED1647,Paracetamol,B47,2025-10-29,61
MED1648,Paracetamol,B48,2025-08-14,13
MED1649,Paracetamol,B49,2025-11-29,131
MED1650,Paracetamol,B0,2026-05-25,64
MED1651,Paracetamol,B1,2026-06-09,164
MED1652,Paracetamol,B2,2026-03-12,107
MED1653,Paracetamol,B3,2026-05-31,89
MED1654,Paracetamol,B4,2025-07-28,78
MED1656,Paracetamol,B6,2026-01-25,178
MED1657,Paracetamol,B7,2026-07-10,136
MED1658,Paracetamol,B8,2026-08-21,12
MED1659,Paracetamol,B9,2026-01-24,157
MED1660,Paracetamol,B10,2026-02-14,142
MED1661,Paracetamol,B11,2026-07-05,14
MED1662,Paracetamol,B12,2026-03-16,173
MED1663,Paracetamol,B13,2026-04-24,142
MED1664,Paracetamol,B14,2026-03-14,176
MED1665,Paracetamol,B15,2025-12-10,75
MED1666,Paracetamol,B16,2026-10-26,83
MED1667,Paracetamol,B17,2026-09-21,82
MED1668,Paracetamol,B18,2026-09-15,172
MED1669,Paracetamol,B19,2026-03-06,31
MED1670,Paracetamol,B20,2026-02-01,115
MED1671,Paracetamol,B21,2025-08-17,82
MED1672,Paracetamol,B22,2026-11-10,29
MED1673,Paracetamol,B23,2025-08-29,21
MED1674,Paracetamol,B24,2025-07-09,190
MED1675,Paracetamol,B25,2025-10-23,116
MED1676,Paracetamol,B26,2026-06-05,179
MED1678,Paracetamol,B28,2026-03-15,197
MED1679,Paracetamol,B29,2025-09-20,134
MED1680,Paracetamol,B30,2025-08-10,168
MED1681,Paracetamol,B31,2026-11-08,95
MED1682,Paracetamol,B32,2025-08-24,73
MED1683,Paracetamol,B33,2026-02-16,94
MED1684,Paracetamol,B34,2026-06-12,145
MED1685,Paracetamol,B35,2026-09-23,138
MED1686,Paracetamol,B36,2026-08-31,22
MED1687,Paracetamol,B37,2026-07-08,129
MED1689,Paracetamol,B39,2026-05-18,193
MED1690,Paracetamol,B40,2026-03-18,147
MED1691,Paracetamol,B41,2025-09-04,48
MED1692,Paracetamol,B42,2025-08-29,27
MED1693,Paracetamol,B43,2025-10-03,66
MED1694,Paracetamol,B44,2026-09-07,51
MED1696,Paracetamol,B46,2026-07-10,166
MED1697,Paracetamol,B47,2026-07-19,58
MED1698,Paracetamol,B48,2026-08-16,144
MED1699,Paracetamol,B49,2026-09-27,120
MED1700,Paracetamol,B0,2026-06-16,168
MED1701,Paracetamol,B1,2025-11-30,144
MED1702,Paracetamol,B2,2026-01-26,184
MED1704,Paracetamol,B4,2025-10-23,181
MED1705,Paracetamol,B5,2025-11-22,101
MED1707,Paracetamol,B7,2025-11-27,11
MED1708,Paracetamol,B8,2025-11-02,180
MED1709,Paracetamol,B9,2025-07-19,3
MED1710,Paracetamol,B10,2026-05-18,6
MED1711,Paracetamol,B11,2025-10-03,177
MED1712,Paracetamol,B12,2026-11-14,50
MED1713,Paracetamol,B13,2025-12-10,23
MED1714,Paracetamol,B14,2026-01-29,86
MED1716,Paracetamol,B16,2025-07-17,19
MED1718,Paracetamol,B18,2026-10-17,66
MED1719,Paracetamol,B19,2026-02-15,91
MED1720,Paracetamol,B20,2026-09-23,185
MED1721,Paracetamol,B21,2026-05-13,65
MED1722,Paracetamol,B22,2025-07-08,58
MED1723,Paracetamol,B23,2026-08-18,118
MED1724,Paracetamol,B24,2026-07-06,166
MED1725,Paracetamol,B25,2025-08-14,60
MED1726,Paracetamol,B26,2026-09-11,146
MED1727,Paracetamol,B27,2025-07-27,118
MED1728,Paracetamol,B28,2026-08-03,199
MED1729,Paracetamol,B29,2025-07-31,92
MED1730,Paracetamol,B30,2025-09-05,152
MED1731,Paracetamol,B31,2026-01-22,167
MED1732,Paracetamol,B32,2026-05-18,39
MED1733,Paracetamol,B33,2026-07-18,197
MED1734,Paracetamol,B34,2025-07-26,176
MED1735,Paracetamol,B35,2025-09-23,89
MED1736,Paracetamol,B36,2026-03-31,96
MED1737,Paracetamol,B37,2025-12-05,10
MED1738,Paracetamol,B38,2025-10-02,125
MED1739,Paracetamol,B39,2026-10-25,65
MED1740,Paracetamol,B40,2025-10-11,179
MED1741,Paracetamol,B41,2026-09-08,14
MED1742,Paracetamol,B42,2026-03-07,145
MED1743,Paracetamol,B43,2026-03-24,155
MED1744,Paracetamol,B44,2026-01-25,83
MED1745,Paracetamol,B45,2026-06-08,173
MED1746,Paracetamol,B46,2026-02-19,198
MED1747,Paracetamol,B47,2026-11-01,60
MED1748,Paracetamol,B48,2025-11-29,199
MED1749,Paracetamol,B49,2025-07-28,169
MED1750,Paracetamol,B0,2025-12-24,70
MED1751,Paracetamol,B1,2025-12-22,5
MED1752,Paracetamol,B2,2025-08-16,74
MED1753,Paracetamol,B3,2026-09-22,73
MED1754,Paracetamol,B4,2026-01-16,54
MED1755,Paracetamol,B5,2026-09-26,195
MED1756,Paracetamol,B6,2026-03-26,137
MED1757,Paracetamol,B7,2025-10-20,188
MED1758,Paracetamol,B8,2026-05-24,179
MED1759,Paracetamol,B9,2026-02-28,131
MED1760,Paracetamol,B10,2025-09-26,33
MED1761,Paracetamol,B11,2025-09-03,116
MED1762,Paracetamol,B12,2025-11-24,192
MED1763,Paracetamol,B13,2026-01-21,194
MED1764,Paracetamol,B14,2026-05-25,50
MED1765,Paracetamol,B15,2025-12-22,150
MED1767,Paracetamol,B17,2026-11-03,168
MED1768,Paracetamol,B18,2025-08-26,163
MED1770,Paracetamol,B20,2026-08-08,176
MED1771,Paracetamol,B21,2025-07-11,12
MED1772,Paracetamol,B22,2025-10-29,17
MED1773,Paracetamol,B23,2025-09-20,17
MED1775,Paracetamol,B25,2026-03-17,17
MED1776,Paracetamol,B26,2026-07-16,194
MED1777,Paracetamol,B27,2026-02-04,84
MED1778,Paracetamol,B28,2026-02-24,12
MED1779,Paracetamol,B29,2026-04-14,155
MED1780,Paracetamol,B30,2026-11-12,191
MED1781,Paracetamol,B31,2025-10-05,144
MED1782,Paracetamol,B32,2026-06-11,36
MED1783,Paracetamol,B33,2026-06-22,64
MED1784,Paracetamol,B34,2026-03-23,91
MED1785,Paracetamol,B35,2025-09-29,65
MED1786,Paracetamol,B36,2025-12-15,153
MED1787,Paracetamol,B37,2026-06-28,182
MED1788,Paracetamol,B38,2025-12-01,191
MED1789,Paracetamol,B39,2026-11-06,130
MED1790,Paracetamol,B40,2026-05-10,144
MED1791,Paracetamol,B41,2026-09-02,167
MED1792,Paracetamol,B42,2025-11-23,28
MED1793,Paracetamol,B43,2026-07-27,124
MED1794,Paracetamol,B44,2026-08-10,47
MED1795,Paracetamol,B45,2025-08-17,124
MED1796,Paracetamol,B46,2026-06-18,27
MED1797,Paracetamol,B47,2025-10-21,187
MED1799,Paracetamol,B49,2026-11-07,152
MED1800,Paracetamol,B0,2026-02-01,68
MED1801,Paracetamol,B1,2026-03-08,127
MED1802,Paracetamol,B2,2025-11-11,199
MED1803,Paracetamol,B3,2025-09-16,162
MED1804,Paracetamol,B4,2026-08-05,34
MED1805,Paracetamol,B5,2026-01-15,43
MED1806,Paracetamol,B6,2026-10-16,112
MED1808,Paracetamol,B8,2025-09-21,138
MED1809,Paracetamol,B9,2026-03-30,187
MED1810,Paracetamol,B10,2026-08-11,50
MED1811,Paracetamol,B11,2026-01-13,121
MED1812,Paracetamol,B12,2026-08-26,89
MED1813,Paracetamol,B13,2026-11-07,47
MED1814,Paracetamol,B14,2025-12-09,142
MED1815,Paracetamol,B15,2026-10-09,109
MED1816,Paracetamol,B16,2026-10-18,33
MED1817,Paracetamol,B17,2025-07-31,110
MED1818,Paracetamol,B18,2025-07-17,84
MED1819,Paracetamol,B19,2025-12-27,56
MED1820,Paracetamol,B20,2025-07-25,88
MED1821,Paracetamol,B21,2026-01-25,124
MED1822,Paracetamol,B22,2026-07-30,152
MED1823,Paracetamol,B23,2026-09-30,123
MED1824,Paracetamol,B24,2026-04-11,61
MED1825,Paracetamol,B25,2026-03-11,170
MED1826,Paracetamol,B26,2025-07-08,176
MED1827,Paracetamol,B27,2026-01-16,189
MED1828,Paracetamol,B28,2026-11-10,1
MED1829,Paracetamol,B29,2026-07-07,134
MED1831,Paracetamol,B31,2026-02-07,135
MED1832,Paracetamol,B32,2025-10-06,24
MED1833,Paracetamol,B33,2025-09-30,127
MED1834,Paracetamol,B34,2026-10-11,159
MED1835,Paracetamol,B35,2026-09-01,112
MED1836,Paracetamol,B36,2026-03-10,106
MED1837,Paracetamol,B37,2026-10-22,7
MED1838,Paracetamol,B38,2026-01-02,196
MED1839,Paracetamol,B39,2026-01-28,25
MED1840,Paracetamol,B40,2025-12-27,84
MED1841,Paracetamol,B41,2026-05-30,143
MED1842,Paracetamol,B42,2026-09-25,57
MED1843,Paracetamol,B43,2026-03-25,18
MED1844,Paracetamol,B44,2025-10-08,103
MED1845,Paracetamol,B45,2025-12-08,55
MED1846,Paracetamol,B46,2026-07-24,49
MED1847,Paracetamol,B47,2025-11-23,138
MED1848,Paracetamol,B48,2026-01-20,97
MED1849,Paracetamol,B49,2025-09-30,117
MED1850,Paracetamol,B0,2025-10-19,86
MED1851,Paracetamol,B1,2025-08-24,5
MED1852,Paracetamol,B2,2026-01-29,117
MED1853,Paracetamol,B3,2026-05-07,192
MED1854,Paracetamol,B4,2026-10-28,59
MED1855,Paracetamol,B5,2025-09-13,114
MED1856,Paracetamol,B6,2026-11-07,142
MED1857,Paracetamol,B7,2026-06-06,4
MED1858,Paracetamol,B8,2026-09-07,19
MED1859,Paracetamol,B9,2026-03-24,83
MED1860,Paracetamol,B10,2025-11-01,144
MED1861,Paracetamol,B11,2026-10-05,54
MED1862,Paracetamol,B12,2026-05-21,25
MED1863,Paracetamol,B13,2026-06-30,32
MED1864,Paracetamol,B14,2026-09-30,18
MED1865,Paracetamol,B15,2026-02-17,93
MED1866,Paracetamol,B16,2025-07-28,107
MED1867,Paracetamol,B17,2025-12-24,116
MED1868,Paracetamol,B18,2026-02-10,148
MED1869,Paracetamol,B19,2025-09-07,9
MED1870,Paracetamol,B20,2026-03-16,44
MED1871,Paracetamol,B21,2026-07-01,193
MED1872,Paracetamol,B22,2026-02-26,106
MED1873,Paracetamol,B23,2026-10-06,153
MED1874,Paracetamol,B24,2026-04-23,126
MED1875,Paracetamol,B25,2025-08-24,95
MED1876,Paracetamol,B26,2026-06-04,10
MED1877,Paracetamol,B27,2026-08-25,29
MED1878,Paracetamol,B28,2025-09-15,66
MED1879,Paracetamol,B29,2026-08-12,15
MED1880,Paracetamol,B30,2025-10-12,24
MED1881,Paracetamol,B31,2026-08-06,123
MED1882,Paracetamol,B32,2025-10-07,13
MED1883,Paracetamol,B33,2026-06-12,29
MED1884,Paracetamol,B34,2026-03-26,35
MED1885,Paracetamol,B35,2025-07-17,69
MED1886,Paracetamol,B36,2026-08-07,159
MED1887,Paracetamol,B37,2026-09-04,171
MED1888,Paracetamol,B38,2025-11-07,75
MED1889,Paracetamol,B39,2025-09-10,95
MED1890,Paracetamol,B40,2025-08-25,50
MED1891,Paracetamol,B41,2026-02-14,154
MED1892,Paracetamol,B42,2025-07-13,2
MED1893,Paracetamol,B43,2026-02-27,63
MED1895,Paracetamol,B45,2025-11-03,145
MED1896,Paracetamol,B46,2026-03-06,60
MED1897,Paracetamol,B47,2026-06-03,60
MED1898,Paracetamol,B48,2026-07-11,123
MED1899,Paracetamol,B49,2026-07-23,122
MED1900,Paracetamol,B0,2026-03-15,119
MED1901,Paracetamol,B1,2026-02-12,132
MED1902,Paracetamol,B2,2026-09-02,148
MED1903,Paracetamol,B3,2025-08-26,42
MED1904,Paracetamol,B4,2025-08-21,190
MED1905,Paracetamol,B5,2026-11-04,168
MED1906,Paracetamol,B6,2026-06-19,67
MED1908,Paracetamol,B8,2026-04-19,129
MED1909,Paracetamol,B9,2026-03-30,143
MED1910,Paracetamol,B10,2026-01-05,25
MED1911,Paracetamol,B11,2026-10-30,150
MED1912,Paracetamol,B12,2026-10-15,171
MED1913,Paracetamol,B13,2026-08-27,189
MED1914,Paracetamol,B14,2026-03-12,25
MED1915,Paracetamol,B15,2025-11-04,170
MED1916,Paracetamol,B16,2025-10-08,196
MED1917,Paracetamol,B17,2026-02-04,187
MED1918,Paracetamol,B18,2025-08-18,26
MED1919,Paracetamol,B19,2025-12-02,97
MED1920,Paracetamol,B20,2025-08-16,143
MED1921,Paracetamol,B21,2025-08-21,46
MED1922,Paracetamol,B22,2025-12-23,3
MED1923,Paracetamol,B23,2026-07-13,128
MED1924,Paracetamol,B24,2026-06-12,122
MED1925,Paracetamol,B25,2025-07-10,167
MED1926,Paracetamol,B26,2026-09-24,180
MED1927,Paracetamol,B27,2026-02-12,9
MED1928,Paracetamol,B28,2025-12-20,91
MED1929,Paracetamol,B29,2026-01-06,101
MED1930,Paracetamol,B30,2026-05-31,41
MED1931,Paracetamol,B31,2025-09-09,31
MED1932,Paracetamol,B32,2025-09-26,60
MED1933,Paracetamol,B33,2025-11-09,71
MED1934,Paracetamol,B34,2026-07-08,65
MED1935,Paracetamol,B35,2025-10-17,96
MED1936,Paracetamol,B36,2025-10-27,50
MED1937,Paracetamol,B37,2026-03-18,94
MED1938,Paracetamol,B38,2026-03-21,173
MED1939,Paracetamol,B39,2025-12-11,106
MED1940,Paracetamol,B40,2026-07-20,64
MED1941,Paracetamol,B41,2025-08-10,66
MED1942,Paracetamol,B42,2025-08-11,78
MED1943,Paracetamol,B43,2026-07-04,85
MED1944,Paracetamol,B44,2026-05-13,75
MED1945,Paracetamol,B45,2026-03-15,11
MED1946,Paracetamol,B46,2026-05-19,199
MED1947,Paracetamol,B47,2026-08-23,32
MED1948,Paracetamol,B48,2025-11-15,129
MED1949,Paracetamol,B49,2026-09-12,1
MED1950,Paracetamol,B0,2026-03-14,187
MED1952,Paracetamol,B2,2026-07-17,39
MED1953,Paracetamol,B3,2026-06-10,153
MED1954,Paracetamol,B4,2026-04-14,184
MED1955,Paracetamol,B5,2026-09-23,66
MED1956,Paracetamol,B6,2025-08-10,65
MED1957,Paracetamol,B7,2026-01-02,41
MED1958,Paracetamol,B8,2025-08-26,80
MED1959,Paracetamol,B9,2025-11-23,134
MED1960,Paracetamol,B10,2025-11-25,31
MED1961,Paracetamol,B11,2025-07-19,128
MED1962,Paracetamol,B12,2026-01-13,72
MED1963,Paracetamol,B13,2026-06-24,60
MED1964,Paracetamol,B14,2026-10-05,95
MED1965,Paracetamol,B15,2026-05-01,158
MED1966,Paracetamol,B16,2025-12-04,53
MED1967,Paracetamol,B17,2026-01-11,94
MED1968,Paracetamol,B18,2025-11-30,33
MED1972,Paracetamol,B22,2026-08-22,75
MED1973,Paracetamol,B23,2026-09-18,108
MED1974,Paracetamol,B24,2026-02-03,103
MED1975,Paracetamol,B25,2026-09-13,5
MED1976,Paracetamol,B26,2025-09-26,16
MED1977,Paracetamol,B27,2026-03-16,35
MED1978,Paracetamol,B28,2026-11-10,64
MED1979,Paracetamol,B29,2026-05-08,61
MED1980,Paracetamol,B30,2026-08-23,150
MED1981,Paracetamol,B31,2026-02-14,60
MED1982,Paracetamol,B32,2026-05-09,194
MED1984,Paracetamol,B34,2025-09-19,8
MED1985,Paracetamol,B35,2025-12-17,13
MED1987,Paracetamol,B37,2025-11-08,33
MED1988,Paracetamol,B38,2025-08-17,97
MED1989,Paracetamol,B39,2026-11-03,21
MED1990,Paracetamol,B40,2026-09-06,118
MED1991,Paracetamol,B41,2025-12-11,33
MED1992,Paracetamol,B42,2025-07-22,199
MED1993,Paracetamol,B43,2026-05-16,196
MED1994,Paracetamol,B44,2026-02-10,145
MED1995,Paracetamol,B45,2025-12-07,97
MED1997,Paracetamol,B47,2025-12-21,185
MED1998,Paracetamol,B48,2025-09-15,17
MED1999,Paracetamol,B49,2026-02-16,66
MED2001,Paracetamol,B1,2025-07-27,64
MED2002,Paracetamol,B2,2025-10-06,131
MED2003,Paracetamol,B3,2026-11-05,142
MED2005,Paracetamol,B5,2026-04-14,94
MED2006,Paracetamol,B6,2025-11-10,54
MED2007,Paracetamol,B7,2026-03-23,78
MED2008,Paracetamol,B8,2026-02-05,104
MED2009,Paracetamol,B9,2026-05-04,161
MED2010,Paracetamol,B10,2026-10-05,180
MED2011,Paracetamol,B11,2026-03-01,61
MED2012,Paracetamol,B12,2026-06-01,159
MED2013,Paracetamol,B13,2025-10-04,54
MED2014,Paracetamol,B14,2026-04-17,88
MED2015,Paracetamol,B15,2026-02-07,22
MED2016,Paracetamol,B16,2026-09-12,117
MED2017,Paracetamol,B17,2026-07-07,155
MED2018,Paracetamol,B18,2025-10-22,63
MED2019,Paracetamol,B19,2026-01-04,146
MED2020,Paracetamol,B20,2026-01-15,73
MED2021,Paracetamol,B21,2025-08-16,185
MED2022,Paracetamol,B22,2025-08-24,22
MED2023,Paracetamol,B23,2025-07-28,22
MED2024,Paracetamol,B24,2025-09-29,157
MED2025,Paracetamol,B25,2026-06-03,55
MED2026,Paracetamol,B26,2025-09-02,151
MED2027,Paracetamol,B27,2026-08-04,15
MED2029,Paracetamol,B29,2026-10-03,70
MED2030,Paracetamol,B30,2026-09-28,166
MED2032,Paracetamol,B32,2025-07-15,180
MED2033,Paracetamol,B33,2026-03-12,159
MED2034,Paracetamol,B34,2026-06-01,98
MED2035,Paracetamol,B35,2026-07-15,183
MED2036,Paracetamol,B36,2026-09-17,105
MED2037,Paracetamol,B37,2026-04-05,66
MED2038,Paracetamol,B38,2025-12-26,10
MED2039,Paracetamol,B39,2026-05-14,13
MED2040,Paracetamol,B40,2026-09-26,167
MED2041,Paracetamol,B41,2025-07-28,200
MED2042,Paracetamol,B42,2026-09-18,172
MED2043,Paracetamol,B43,2026-03-06,196
MED2044,Paracetamol,B44,2025-12-02,78
MED2045,Paracetamol,B45,2026-03-01,115
MED2046,Paracetamol,B46,2025-07-21,99
MED2047,Paracetamol,B47,2026-10-18,34
MED2048,Paracetamol,B48,2026-08-17,153
MED2049,Paracetamol,B49,2025-11-25,199
MED2050,Paracetamol,B0,2026-10-11,146
MED2051,Paracetamol,B1,2026-11-16,111
MED2052,Paracetamol,B2,2026-07-11,19
MED2053,Paracetamol,B3,2026-02-17,95
MED2054,Paracetamol,B4,2026-05-19,24
MED2055,Paracetamol,B5,2025-09-30,45
MED2056,Paracetamol,B6,2026-10-01,41
MED2057,Paracetamol,B7,2025-08-24,19
MED2058,Paracetamol,B8,2026-07-01,169
MED2059,Paracetamol,B9,2025-09-18,159
MED2060,Paracetamol,B10,2026-07-04,148
MED2061,Paracetamol,B11,2026-03-09,117
MED2062,Paracetamol,B12,2025-12-06,170
MED2063,Paracetamol,B13,2025-07-18,111
MED2064,Paracetamol,B14,2026-08-28,173
MED2065,Paracetamol,B15,2026-10-19,58
MED2066,Paracetamol,B16,2026-01-18,169
MED2067,Paracetamol,B17,2026-11-07,88
MED2068,Paracetamol,B18,2026-10-12,148
MED2069,Paracetamol,B19,2026-10-27,110
MED2070,Paracetamol,B20,2026-09-22,159
MED2071,Paracetamol,B21,2026-09-10,179
MED2072,Paracetamol,B22,2026-05-18,62
MED2073,Paracetamol,B23,2026-09-15,96
MED2074,Paracetamol,B24,2026-06-17,43
MED2075,Paracetamol,B25,2026-05-07,182
MED2076,Paracetamol,B26,2026-09-28,161
MED2077,Paracetamol,B27,2026-05-08,67
MED2078,Paracetamol,B28,2025-11-13,92
MED2079,Paracetamol,B29,2025-11-10,15
MED2080,Paracetamol,B30,2025-08-27,54
MED2081,Paracetamol,B31,2026-09-06,30
MED2083,Paracetamol,B33,2026-07-16,91
MED2084,Paracetamol,B34,2026-05-31,72
MED2085,Paracetamol,B35,2026-05-29,190
MED2086,Paracetamol,B36,2026-10-08,188
MED2087,Paracetamol,B37,2025-09-19,172
MED2088,Paracetamol,B38,2026-06-07,73
MED2089,Paracetamol,B39,2026-06-10,166
MED2090,Paracetamol,B40,2026-04-04,90
MED2091,Paracetamol,B41,2025-12-23,116
MED2092,Paracetamol,B42,2025-09-28,161
MED2093,Paracetamol,B43,2026-11-14,190
MED2094,Paracetamol,B44,2026-09-27,78
MED2095,Paracetamol,B45,2026-02-03,118
MED2097,Paracetamol,B47,2026-03-19,145
MED2098,Paracetamol,B48,2026-04-10,106
MED2099,Paracetamol,B49,2026-02-26,79
MED2100,Paracetamol,B0,2026-03-05,62
MED2101,Paracetamol,B1,2026-07-30,60
MED2102,Paracetamol,B2,2026-02-18,90
MED2103,Paracetamol,B3,2025-10-29,49
MED2104,Paracetamol,B4,2025-12-27,53
MED2105,Paracetamol,B5,2025-11-19,147
MED2106,Paracetamol,B6,2025-11-05,28
MED2107,Paracetamol,B7,2026-04-01,150
MED2108,Paracetamol,B8,2026-10-01,124
MED2109,Paracetamol,B9,2026-08-15,104
MED2110,Paracetamol,B10,2025-11-14,44
MED2111,Paracetamol,B11,2026-01-12,12
MED2112,Paracetamol,B12,2026-02-08,86
MED2113,Paracetamol,B13,2026-10-06,57
MED2114,Paracetamol,B14,2025-07-15,197
MED2115,Paracetamol,B15,2026-05-13,104
MED2116,Paracetamol,B16,2026-06-29,116
MED2117,Paracetamol,B17,2026-02-06,50
MED2119,Paracetamol,B19,2026-10-10,113
MED2120,Paracetamol,B20,2026-08-13,5
MED2121,Paracetamol,B21,2026-02-19,101
MED2122,Paracetamol,B22,2025-12-21,16
MED2123,Paracetamol,B23,2026-06-15,8
MED2124,Paracetamol,B24,2026-09-05,97
MED2125,Paracetamol,B25,2026-09-15,64
MED2126,Paracetamol,B26,2026-01-29,130
MED2127,Paracetamol,B27,2026-08-19,159
MED2128,Paracetamol,B28,2025-07-17,5
MED2130,Paracetamol,B30,2025-11-11,168
MED2132,Paracetamol,B32,2026-02-15,153
MED2133,Paracetamol,B33,2026-03-26,108
MED2134,Paracetamol,B34,2026-07-28,118
MED2135,Paracetamol,B35,2025-10-18,156
MED2136,Paracetamol,B36,2026-11-15,29
MED2137,Paracetamol,B37,2025-12-21,94
MED2139,Paracetamol,B39,2026-11-15,63
MED2140,Paracetamol,B40,2025-09-15,53
MED2141,Paracetamol,B41,2026-06-02,44
MED2142,Paracetamol,B42,2026-05-04,161
MED2143,Paracetamol,B43,2025-08-12,81
MED2144,Paracetamol,B44,2026-07-02,4
MED2145,Paracetamol,B45,2026-08-22,14
