medicine_id,name,unit,price
M02596,Medicine_2596,box,-5000
M02597,Medicine_2597,box,20501
M02598,Medicine_2598,box,43211
M02599,Medicine_2599,box,51528
M02600,Medicine_2600,box,28187
M02601,Medicine_2601,box,97249
M02602,Medicine_2602,box,94546
M02603,Medicine_2603,box,19840
M02604,Medicine_2604,box,79760
M02605,Medicine_2605,box,97354
M02606,Medicine_2606,box,92498
M02607,Medicine_2607,box,13746
M02608,Medicine_2608,box,61337
M02609,Medicine_2609,box,55752
M02610,Medicine_2610,box,68486
M02611,Medicine_2611,box,35182
M02612,,box,55904
M02613,Medicine_2613,,34901
M02614,Medicine_2614,box,94968
M02615,Medicine_2615,box,28759
M02616,Medicine_2616,box,55396
M02617,Medicine_2617,box,35133
M02618,Medicine_2618,box,90136
M02619,Medicine_2619,box,81840
M02620,Medicine_2620,box,32867
M02621,Medicine_2621,box,13132
M02622,Medicine_2622,box,30868
M02623,Medicine_2623,box,80145
M02624,Medicine_2624,box,37373
M02625,Medicine_2625,box,24499
M02626,Medicine_2626,box,84976
M02627,Medicine_2627,box,36738
M02628,Medicine_2628,box,89159
M02629,Medicine_2629,box,82484
M02630,Medicine_2630,box,43472
M02631,Medicine_2631,box,35741
M02632,Medicine_2632,box,38356
M02633,Medicine_2633,box,35504
M02634,Medicine_2634,box,80793
M02635,Medicine_2635,box,31136
M02636,Medicine_2636,box,-5000
M02637,Medicine_2637,box,72448
M02638,Medicine_2638,box,18499
M02639,Medicine_2639,box,38184
M02640,Medicine_2640,box,80218
M02641,Medicine_2641,box,57753
M02642,Medicine_2642,box,14489
M02643,Medicine_2643,box,10391
M02644,Medicine_2644,box,84087
M02645,Medicine_2645,box,86005
M02646,Medicine_2646,box,80518
M02647,Medicine_2647,box,97167
M02648,Medicine_2648,box,89136
M02649,Medicine_2649,box,95360
M02650,Medicine_2650,box,31673
M02651,Medicine_2651,box,19844
M02652,Medicine_2652,box,49284
M02653,Medicine_2653,box,14872
M02654,Medicine_2654,box,74370
M02655,Medicine_2655,box,29710
M02656,Medicine_2656,box,48868
M02657,Medicine_2657,box,99708
M02658,Medicine_2658,box,50498
M02659,Medicine_2659,box,44692
M02660,Medicine_2660,box,87493
M02661,Medicine_2661,box,25550
M02662,Medicine_2662,box,76366
M02663,Medicine_2663,box,65409
M02664,Medicine_2664,box,22505
M02665,Medicine_2665,box,21809
M02666,Medicine_2666,box,-5000
M02667,Medicine_2667,box,32482
M02668,Medicine_2668,box,41130
M02669,Medicine_2669,box,67322
M02670,Medicine_2670,box,25013
M02671,Medicine_2671,box,62645
M02672,Medicine_2672,box,70271
M02673,Medicine_2673,box,47634
M02674,Medicine_2674,box,34881
M02675,Medicine_2675,box,11946
M02676,Medicine_2676,box,28980
M02677,Medicine_2677,box,17105
M02678,Medicine_2678,box,16749
M02679,Medicine_2679,box,43030
M02680,Medicine_2680,box,30406
M02681,Medicine_2681,box,67189
M02682,Medicine_2682,box,84631
M02683,Medicine_2683,box,33099
M02684,Medicine_2684,box,88900
M02685,Medicine_2685,box,11033
M02686,Medicine_2686,box,68544
M02687,Medicine_2687,box,56241
M02688,Medicine_2688,box,79583
M02689,Medicine_2689,box,62237
M02690,Medicine_2690,box,30009
M02691,Medicine_2691,box,82112
M02692,Medicine_2692,box,70986
M02693,Medicine_2693,box,75156
M02694,Medicine_2694,box,85478
M02695,Medicine_2695,box,35282
M02696,Medicine_2696,box,82634
M02697,Medicine_2697,box,89201
M02698,Medicine_2698,box,22029
M02699,Medicine_2699,box,73397
M02700,Medicine_2700,box,12790
M02701,Medicine_2701,box,67928
M02702,Medicine_2702,box,14135
M02703,Medicine_2703,box,56279
M02704,Medicine_2704,box,61079
M02705,Medicine_2705,box,40179
M02706,Medicine_2706,box,27278
M02707,Medicine_2707,box,10456
M02708,Medicine_2708,box,31401
M02709,Medicine_2709,box,abc
M02710,Medicine_2710,box,abc
M02711,Medicine_2711,box,57115
M02712,Medicine_2712,box,67080
M02713,Medicine_2713,box,79497
M02714,Medicine_2714,box,60227
M02715,Medicine_2715,box,61620
M02716,Medicine_2716,box,94723
M02717,Medicine_2717,box,36573
M02718,Medicine_2718,box,95487
M02719,Medicine_2719,box,25690
M02720,Medicine_2720,box,99788
M02721,Medicine_2721,box,20679
M02722,Medicine_2722,box,abc
M02723,Medicine_2723,box,47734
M02724,,box,79542
M02725,Medicine_2725,box,78471
M02726,Medicine_2726,box,83830
M02727,Medicine_2727,box,41922
M02728,Medicine_2728,box,64437
M02729,Medicine_2729,box,47409
M02730,Medicine_2730,box,64603
M02731,Medicine_2731,box,76891
M02732,Medicine_2732,box,45121
M02733,Medicine_2733,box,55883
M02734,Medicine_2734,box,42571
M02735,Medicine_2735,box,56079
M02736,Medicine_2736,box,98242
M02737,Medicine_2737,box,-5000
M02738,Medicine_2738,box,45856
M02739,Medicine_2739,box,58735
M02740,Medicine_2740,box,-5000
M02741,Medicine_2741,box,96879
M02742,Medicine_2742,box,41926
M02743,Medicine_2743,box,51294
M02744,Medicine_2744,box,19877
M02745,Medicine_2745,box,24845
M02746,Medicine_2746,box,94395
M02747,Medicine_2747,box,75407
M02748,Medicine_2748,box,51154
M02749,Medicine_2749,box,28166
M02750,Medicine_2750,box,48192
M02751,Medicine_2751,box,77370
M02752,Medicine_2752,box,36653
M02753,Medicine_2753,box,79240
M02754,Medicine_2754,box,87269
M02755,,box,89687
M02756,Medicine_2756,box,12473
M02757,Medicine_2757,box,79861
M02758,Medicine_2758,box,58352
M02759,Medicine_2759,box,67312
M02760,Medicine_2760,box,67995
M02761,Medicine_2761,box,43617
M02762,Medicine_2762,box,27335
M02763,Medicine_2763,box,19235
M02764,Medicine_2764,box,79387
M02765,Medicine_2765,box,40994
M02766,Medicine_2766,box,51056
M02767,Medicine_2767,box,91054
M02768,Medicine_2768,box,52800
M02769,Medicine_2769,box,88750
M02770,Medicine_2770,,62376
M02771,Medicine_2771,box,94849
M02772,Medicine_2772,box,68263
M02773,Medicine_2773,box,80511
M02774,Medicine_2774,box,15129
M02775,Medicine_2775,box,79503
M02776,Medicine_2776,box,abc
M02777,Medicine_2777,box,60290
M02778,Medicine_2778,box,41073
M02779,Medicine_2779,box,26972
M02780,Medicine_2780,box,31664
M02781,Medicine_2781,box,59347
M02782,Medicine_2782,box,39073
M02783,Medicine_2783,box,30751
M02784,Medicine_2784,box,81697
M02785,Medicine_2785,box,30882
M02786,Medicine_2786,box,91083
M02787,Medicine_2787,box,39393
M02788,Medicine_2788,box,28436
M02789,Medicine_2789,box,76608
M02790,Medicine_2790,box,17011
M02791,Medicine_2791,box,88924
M02792,Medicine_2792,box,40189
M02793,Medicine_2793,box,71570
M02794,Medicine_2794,box,55535
M02795,Medicine_2795,box,15245
M02796,Medicine_2796,box,90916
M02797,,box,94572
M02798,Medicine_2798,box,71047
M02799,Medicine_2799,box,88130
M02800,Medicine_2800,box,22258
M02801,Medicine_2801,box,75591
M02802,Medicine_2802,box,24468
M02803,Medicine_2803,box,99580
M02804,Medicine_2804,box,-5000
M02805,Medicine_2805,box,37116
M02806,Medicine_2806,box,27332
M02807,Medicine_2807,box,72318
M02808,Medicine_2808,box,38992
M02809,Medicine_2809,box,23702
M02810,Medicine_2810,box,37332
M02811,Medicine_2811,box,abc
M02812,Medicine_2812,box,55628
M02813,Medicine_2813,box,56579
M02814,Medicine_2814,box,25764
M02815,Medicine_2815,box,74251
M02816,Medicine_2816,box,22808
M02817,Medicine_2817,box,67715
M02818,Medicine_2818,box,19350
M02819,Medicine_2819,box,94630
M02820,,box,86405
M02821,Medicine_2821,box,51751
M02822,Medicine_2822,box,56863
M02823,Medicine_2823,box,24343
M02824,Medicine_2824,box,12746
M02825,Medicine_2825,box,40515
M02826,Medicine_2826,box,12660
M02827,Medicine_2827,box,45417
M02828,Medicine_2828,box,abc
M02829,Medicine_2829,box,56363
M02830,Medicine_2830,box,85966
M02831,Medicine_2831,box,89101
M02832,Medicine_2832,box,27238
M02833,Medicine_2833,box,35641
M02834,Medicine_2834,box,37542
M02835,Medicine_2835,box,76834
M02836,Medicine_2836,box,54019
M02837,Medicine_2837,box,20165
M02838,Medicine_2838,box,13625
M02839,Medicine_2839,box,94331
M02840,Medicine_2840,box,83678
M02841,Medicine_2841,box,66411
M02842,Medicine_2842,box,66596
M02843,Medicine_2843,box,28540
M02844,Medicine_2844,box,75128
M02845,Medicine_2845,box,-5000
M02846,Medicine_2846,box,94168
M02847,Medicine_2847,box,59261
M02848,,box,82706
M02849,Medicine_2849,box,97725
M02850,,box,60775
M02851,Medicine_2851,box,44309
M02852,Medicine_2852,box,65550
M02853,Medicine_2853,box,15146
M02854,Medicine_2854,box,67604
M02855,Medicine_2855,box,94911
M02856,Medicine_2856,box,90129
M02857,Medicine_2857,box,52483
M02858,Medicine_2858,box,25463
M02859,Medicine_2859,box,31144
M02860,Medicine_2860,box,11220
M02861,Medicine_2861,box,86158
M02862,Medicine_2862,box,93366
M02863,Medicine_2863,box,43758
M02864,Medicine_2864,box,56222
M02865,Medicine_2865,box,39091
M02866,Medicine_2866,box,85837
M02867,Medicine_2867,box,14690
M02868,Medicine_2868,box,58507
M02869,Medicine_2869,box,11658
M02870,Medicine_2870,box,40070
M02871,Medicine_2871,box,68662
M02872,Medicine_2872,box,87128
M02873,Medicine_2873,box,27696
M02874,Medicine_2874,box,83841
M02875,Medicine_2875,box,51776
M02876,Medicine_2876,box,66307
M02877,Medicine_2877,box,50834
M02878,Medicine_2878,box,48781
M02879,Medicine_2879,box,69813
M02880,Medicine_2880,box,48191
M02881,Medicine_2881,box,21583
M02882,Medicine_2882,box,38092
M02883,Medicine_2883,box,25118
M02884,Medicine_2884,box,29918
M02885,Medicine_2885,box,27321
M02886,Medicine_2886,box,34147
M02887,Medicine_2887,box,98533
M02888,Medicine_2888,box,60228
M02889,Medicine_2889,box,44004
M02890,Medicine_2890,box,98167
M02891,Medicine_2891,box,40968
M02892,Medicine_2892,box,36938
M02893,Medicine_2893,box,52550
M02894,Medicine_2894,box,14352
M02895,Medicine_2895,box,62309
M02896,Medicine_2896,box,28489
M02897,Medicine_2897,box,13285
M02898,Medicine_2898,box,95209
M02899,Medicine_2899,box,10332
M02900,Medicine_2900,box,72298
M02901,Medicine_2901,box,39547
M02902,Medicine_2902,box,19037
M02903,Medicine_2903,box,57104
M02904,Medicine_2904,box,40108
M02905,Medicine_2905,box,96549
M02906,Medicine_2906,box,83339
M02907,Medicine_2907,box,87989
M02908,Medicine_2908,box,45293
M02909,Medicine_2909,box,-5000
M02910,Medicine_2910,box,72163
M02911,Medicine_2911,box,61267
M02912,Medicine_2912,box,73135
M02913,Medicine_2913,box,16601
M02914,Medicine_2914,box,73735
M02915,Medicine_2915,box,39073
M02916,Medicine_2916,box,49188
M02917,Medicine_2917,box,31413
M02918,Medicine_2918,box,77402
M02919,Medicine_2919,box,66090
M02920,Medicine_2920,box,35010
M02921,Medicine_2921,box,53317
M02922,Medicine_2922,box,17555
M02923,Medicine_2923,box,53979
M02924,Medicine_2924,box,42000
M02925,Medicine_2925,box,99889
M02926,Medicine_2926,box,80267
M02927,Medicine_2927,box,57634
M02928,Medicine_2928,box,35270
M02929,Medicine_2929,box,31311
M02930,Medicine_2930,box,56010
M02931,Medicine_2931,box,61168
M02932,Medicine_2932,box,46929
M02933,Medicine_2933,box,58777
M02934,Medicine_2934,box,81789
M02935,Medicine_2935,box,20104
M02936,Medicine_2936,box,10300
M02937,Medicine_2937,box,67050
M02938,Medicine_2938,box,92035
M02939,Medicine_2939,box,10461
M02940,Medicine_2940,box,53143
M02941,Medicine_2941,box,24192
M02942,Medicine_2942,box,22490
M02943,Medicine_2943,box,98023
M02944,Medicine_2944,box,16851
M02945,Medicine_2945,box,51723
M02946,Medicine_2946,box,21686
M02947,Medicine_2947,box,19278
M02948,Medicine_2948,box,67891
M02949,Medicine_2949,box,40604
M02950,Medicine_2950,box,53275
M02951,Medicine_2951,box,51469
M02952,Medicine_2952,box,83980
M02953,Medicine_2953,box,52151
M02954,Medicine_2954,box,69917
M02955,Medicine_2955,box,46944
M02956,Medicine_2956,box,57061
M02957,Medicine_2957,box,34400
M02958,Medicine_2958,box,70294
M02959,Medicine_2959,box,71285
M02960,Medicine_2960,box,87223
M02961,Medicine_2961,box,94209
M02962,Medicine_2962,box,18640
M02963,Medicine_2963,box,18750
M02964,Medicine_2964,box,88062
M02965,Medicine_2965,box,85122
M02966,Medicine_2966,box,59286
M02967,Medicine_2967,box,15901
M02968,Medicine_2968,box,17558
M02969,Medicine_2969,box,41951
M02970,Medicine_2970,box,99111
M02971,Medicine_2971,box,48487
M02972,Medicine_2972,box,14527
M02973,Medicine_2973,box,30598
M02974,Medicine_2974,box,63907
M02975,Medicine_2975,box,79569
M02976,Medicine_2976,box,31609
M02977,Medicine_2977,box,91541
M02978,Medicine_2978,box,39435
M02979,Medicine_2979,box,44709
M02980,Medicine_2980,box,18920
M02981,Medicine_2981,box,70127
M02982,Medicine_2982,box,85268
M02983,Medicine_2983,box,97102
M02984,Medicine_2984,box,54768
M02985,Medicine_2985,box,10168
M02986,Medicine_2986,box,87956
M02987,Medicine_2987,box,37767
M02988,Medicine_2988,box,16825
M02989,Medicine_2989,box,93908
M02990,Medicine_2990,box,87267
M02991,Medicine_2991,box,28511
M02992,Medicine_2992,box,50107
M02993,Medicine_2993,box,43147
M02994,Medicine_2994,box,45419
M02995,Medicine_2995,box,78199
M02996,Medicine_2996,box,65411
M02997,Medicine_2997,box,92648
M02998,Medicine_2998,box,70249
M02999,Medicine_2999,box,28817
M03000,Medicine_3000,box,58204
M03001,Medicine_3001,box,83525
M03002,Medicine_3002,box,13897
M03003,Medicine_3003,box,95347
M03004,Medicine_3004,box,28150
M03005,Medicine_3005,box,34687
M03006,Medicine_3006,box,64140
M03007,Medicine_3007,box,20018
M03008,Medicine_3008,box,20131
M03009,Medicine_3009,box,70280
M03010,Medicine_3010,box,29893
M03011,Medicine_3011,box,94151
M03012,Medicine_3012,box,29988
M03013,,box,19231
M03014,Medicine_3014,box,50711
M03015,Medicine_3015,box,91229
M03016,Medicine_3016,box,39359
M03017,Medicine_3017,box,32217
M03018,Medicine_3018,box,29561
M03019,Medicine_3019,box,72560
M03020,Medicine_3020,box,99564
M03021,Medicine_3021,box,85644
M03022,Medicine_3022,box,23441
M03023,Medicine_3023,box,41486
M03024,Medicine_3024,box,64083
M03025,Medicine_3025,box,84398
M03026,Medicine_3026,box,29852
M03027,Medicine_3027,box,14761
M03028,Medicine_3028,box,54639
M03029,Medicine_3029,box,85593
M03030,Medicine_3030,box,43780
M03031,Medicine_3031,box,55619
M03032,Medicine_3032,box,47517
M03033,Medicine_3033,box,84378
M03034,Medicine_3034,box,74552
M03035,Medicine_3035,box,98129
M03036,Medicine_3036,box,29021
M03037,Medicine_3037,box,62653
M03038,Medicine_3038,box,99383
M03039,Medicine_3039,box,53144
M03040,Medicine_3040,box,26687
M03041,Medicine_3041,box,93170
M03042,Medicine_3042,box,10580
M03043,Medicine_3043,box,20098
M03044,Medicine_3044,box,26263
M03045,Medicine_3045,box,17707
M03046,Medicine_3046,box,71539
M03047,Medicine_3047,box,26202
M03048,Medicine_3048,box,56506
M03049,Medicine_3049,box,14603
M03050,Medicine_3050,box,75594
M03051,Medicine_3051,box,28219
M03052,Medicine_3052,box,84846
M03053,Medicine_3053,box,82391
M03054,Medicine_3054,box,24481
M03055,Medicine_3055,box,84404
M03056,Medicine_3056,box,52157
M03057,Medicine_3057,box,10632
M03058,Medicine_3058,box,24914
M03059,Medicine_3059,box,75062
M03060,Medicine_3060,box,85458
M03061,Medicine_3061,box,70487
M03062,Medicine_3062,box,27368
M03063,Medicine_3063,box,91043
M03064,Medicine_3064,box,65849
M03065,Medicine_3065,box,71072
M03066,Medicine_3066,box,56851
M03067,Medicine_3067,box,12113
M03068,Medicine_3068,box,17987
M03069,Medicine_3069,box,17663
M03070,Medicine_3070,box,86435
M03071,Medicine_3071,box,53877
M03072,Medicine_3072,box,71007
M03073,Medicine_3073,box,14965
M03074,Medicine_3074,box,28312
M03075,Medicine_3075,box,77224
M03076,Medicine_3076,box,81346
M03077,Medicine_3077,box,60627
M03078,Medicine_3078,box,10584
M03079,Medicine_3079,box,83925
M03080,Medicine_3080,box,51536
M03081,Medicine_3081,box,42268
M03082,Medicine_3082,box,74136
M03083,Medicine_3083,box,84968
M03084,Medicine_3084,box,75823
M03085,Medicine_3085,box,14007
M03086,Medicine_3086,box,99761
M03087,Medicine_3087,box,16640
M03088,Medicine_3088,box,26714
M03089,Medicine_3089,,69483
M03090,Medicine_3090,box,96716
M03091,Medicine_3091,box,50077
M03092,Medicine_3092,box,14412
M03093,Medicine_3093,box,98913
M03094,Medicine_3094,box,85926
M03095,Medicine_3095,box,56930
M03096,Medicine_3096,box,53889
M03097,Medicine_3097,box,33109
M03098,Medicine_3098,box,71996
M03099,Medicine_3099,box,abc
M03100,Medicine_3100,box,54888
M03101,Medicine_3101,box,46837
M03102,Medicine_3102,box,abc
M03103,Medicine_3103,box,95976
M03104,Medicine_3104,box,66610
M03105,Medicine_3105,box,abc
M03106,Medicine_3106,box,49266
M03107,Medicine_3107,box,44456
M03108,Medicine_3108,box,55380
M03109,Medicine_3109,box,81159
M03110,Medicine_3110,box,48646
M03111,Medicine_3111,box,55038
M03112,Medicine_3112,box,51536
M03113,Medicine_3113,box,29726
M03114,Medicine_3114,box,27396
M03115,Medicine_3115,box,68871
M03116,Medicine_3116,box,26896
M03117,Medicine_3117,box,12555
M03118,Medicine_3118,box,81826
M03119,Medicine_3119,box,13314
M03120,Medicine_3120,box,89787
M03121,Medicine_3121,box,65718
M03122,Medicine_3122,box,97452
M03123,Medicine_3123,box,66318
M03124,Medicine_3124,box,28445
M03125,Medicine_3125,box,43207
M03126,Medicine_3126,box,15261
M03127,Medicine_3127,box,15918
M03128,Medicine_3128,box,29651
M03129,Medicine_3129,box,17435
M03130,Medicine_3130,box,99923
M03131,Medicine_3131,box,91976
M03132,Medicine_3132,box,48156
M03133,Medicine_3133,box,10079
M03134,Medicine_3134,box,49102
M03135,Medicine_3135,box,25345
M03136,Medicine_3136,box,37481
M03137,Medicine_3137,box,47954
M03138,Medicine_3138,box,89136
M03139,Medicine_3139,box,abc
M03140,Medicine_3140,box,96908
M03141,Medicine_3141,box,32663
M03142,Medicine_3142,box,23550
M03143,Medicine_3143,box,70774
M03144,Medicine_3144,box,20636
M03145,Medicine_3145,box,18176
M03146,Medicine_3146,box,65885
M03147,Medicine_3147,box,11737
M03148,Medicine_3148,box,32415
M03149,Medicine_3149,box,45652
M03150,Medicine_3150,box,82165
M03151,Medicine_3151,box,77578
M03152,Medicine_3152,box,61407
M03153,Medicine_3153,box,40809
M03154,Medicine_3154,box,23585
M03155,Medicine_3155,box,abc
M03156,Medicine_3156,box,25861
M03157,Medicine_3157,box,80234
M03158,Medicine_3158,box,34701
M03159,Medicine_3159,box,77817
M03160,Medicine_3160,box,18272
M03161,Medicine_3161,box,70193
M03162,Medicine_3162,box,31638
M03163,,box,44990
M03164,Medicine_3164,box,78847
M03165,Medicine_3165,box,16989
M03166,Medicine_3166,box,80717
M03167,Medicine_3167,box,30480
M03168,Medicine_3168,box,13634
M03169,Medicine_3169,box,11677
M03170,Medicine_3170,box,80435
M03171,Medicine_3171,box,18054
M03172,Medicine_3172,box,46460
M03173,Medicine_3173,box,35091
M03174,Medicine_3174,box,29982
M03175,Medicine_3175,box,12075
M03176,Medicine_3176,box,76067
M03177,Medicine_3177,box,63666
M03178,Medicine_3178,box,64450
M03179,Medicine_3179,box,23564
M03180,Medicine_3180,box,82526
M03181,Medicine_3181,box,91664
M03182,Medicine_3182,box,67897
M03183,,box,88408
M03184,Medicine_3184,box,80758
M03185,Medicine_3185,box,72340
M03186,Medicine_3186,box,42379
M03187,Medicine_3187,box,61582
M03188,Medicine_3188,box,65365
M03189,Medicine_3189,box,19720
M03190,Medicine_3190,box,73334
M03191,Medicine_3191,box,77009
M03192,Medicine_3192,box,15417
M03193,Medicine_3193,box,25751
M03194,Medicine_3194,box,41654
M03195,Medicine_3195,box,78631
M03196,Medicine_3196,box,90177
M03197,Medicine_3197,box,92112
M03198,,box,24109
M03199,Medicine_3199,box,19365
M03200,Medicine_3200,box,13262
M03201,Medicine_3201,box,72897
M03202,Medicine_3202,box,25420
M03203,Medicine_3203,box,36116
M03204,Medicine_3204,box,63875
M03205,Medicine_3205,box,55260
M03206,Medicine_3206,box,43896
M03207,Medicine_3207,box,71519
M03208,Medicine_3208,box,37974
M03209,Medicine_3209,box,75220
M03210,Medicine_3210,box,95573
M03211,Medicine_3211,box,77922
M03212,Medicine_3212,box,52748
M03213,Medicine_3213,box,13936
M03214,Medicine_3214,box,70318
M03215,Medicine_3215,box,55660
M03216,Medicine_3216,box,51888
M03217,Medicine_3217,box,62567
M03218,Medicine_3218,,43802
M03219,Medicine_3219,box,95677
M03220,Medicine_3220,box,90604
M03221,Medicine_3221,box,74450
M03222,Medicine_3222,box,73512
M03223,Medicine_3223,box,79704
M03224,Medicine_3224,box,93357
M03225,Medicine_3225,box,55694
M03226,Medicine_3226,box,35796
M03227,Medicine_3227,box,92786
M03228,Medicine_3228,box,35267
M03229,Medicine_3229,box,40022
M03230,Medicine_3230,box,56846
M03231,Medicine_3231,box,19984
M03232,Medicine_3232,box,57422
M03233,Medicine_3233,box,50812
M03234,Medicine_3234,box,85210
M03235,Medicine_3235,box,50109
M03236,Medicine_3236,box,80065
M03237,Medicine_3237,box,69664
M03238,Medicine_3238,box,69706
M03239,Medicine_3239,box,56017
M03240,Medicine_3240,box,28243
M03241,Medicine_3241,box,59287
M03242,Medicine_3242,box,99925
M03243,Medicine_3243,box,99866
M03244,Medicine_3244,,35289
M03245,Medicine_3245,box,60517
M03246,Medicine_3246,box,86116
M03247,Medicine_3247,box,42390
M03248,Medicine_3248,box,80205
M03249,Medicine_3249,box,30723
M03250,Medicine_3250,box,10639
M03251,Medicine_3251,box,42598
M03252,Medicine_3252,box,16569
M03253,Medicine_3253,box,82185
M03254,,box,13507
M03255,Medicine_3255,box,44925
M03256,Medicine_3256,box,14444
M03257,Medicine_3257,box,11556
M03258,Medicine_3258,box,97214
M03259,Medicine_3259,box,63567
M03260,Medicine_3260,box,52147
M03261,Medicine_3261,box,71457
M03262,Medicine_3262,box,49121
M03263,Medicine_3263,box,74450
M03264,Medicine_3264,box,58464
M03265,Medicine_3265,box,23807
M03266,Medicine_3266,box,73597
M03267,Medicine_3267,box,41727
M03268,Medicine_3268,box,54279
M03269,Medicine_3269,box,94689
M03270,Medicine_3270,box,82870
M03271,Medicine_3271,box,80561
M03272,Medicine_3272,box,81195
M03273,Medicine_3273,box,83337
M03274,Medicine_3274,box,34195
M03275,Medicine_3275,box,82196
M03276,,box,16805
M03277,Medicine_3277,box,66558
M03278,Medicine_3278,box,83147
M03279,Medicine_3279,box,43495
M03280,Medicine_3280,box,-5000
M03281,Medicine_3281,box,90566
M03282,Medicine_3282,box,49512
M03283,Medicine_3283,box,98922
M03284,Medicine_3284,box,67726
M03285,Medicine_3285,box,99564
M03286,,box,33655
M03287,Medicine_3287,box,78176
M03288,Medicine_3288,box,99014
M03289,Medicine_3289,box,34698
M03290,Medicine_3290,box,66022
M03291,Medicine_3291,box,79486
M03292,Medicine_3292,box,61443
M03293,Medicine_3293,box,61168
M03294,Medicine_3294,box,74981
M03295,Medicine_3295,box,76745
M03296,Medicine_3296,box,95734
M03297,Medicine_3297,box,60699
M03298,Medicine_3298,box,25285
M03299,Medicine_3299,box,-5000
M03300,Medicine_3300,box,53219
M03301,Medicine_3301,box,89486
M03302,Medicine_3302,box,57963
M03303,Medicine_3303,box,67343
M03304,Medicine_3304,box,57887
M03305,Medicine_3305,box,15788
M03306,Medicine_3306,box,52525
M03307,Medicine_3307,box,28848
M03308,Medicine_3308,box,-5000
M03309,Medicine_3309,box,79514
M03310,Medicine_3310,box,85363
M03311,Medicine_3311,box,85389
M03312,Medicine_3312,box,46736
M03313,Medicine_3313,box,70866
M03314,Medicine_3314,box,24583
M03315,Medicine_3315,box,62072
M03316,Medicine_3316,box,37994
M03317,Medicine_3317,box,70315
M03318,Medicine_3318,box,19077
M03319,Medicine_3319,box,44257
M03320,Medicine_3320,box,18795
M03321,Medicine_3321,box,62625
M03322,Medicine_3322,box,91723
M03323,Medicine_3323,box,44895
M03324,Medicine_3324,box,85905
M03325,Medicine_3325,box,48578
M03326,Medicine_3326,box,38121
M03327,Medicine_3327,box,30567
M03328,Medicine_3328,box,30287
M03329,Medicine_3329,box,95726
M03330,Medicine_3330,,39634
M03331,Medicine_3331,box,97378
M03332,Medicine_3332,box,22839
M03333,Medicine_3333,box,66119
M03334,Medicine_3334,box,55785
M03335,Medicine_3335,box,63083
M03336,Medicine_3336,box,12270
M03337,Medicine_3337,box,71422
M03338,,box,15348
M03339,Medicine_3339,box,-5000
M03340,Medicine_3340,box,68186
M03341,Medicine_3341,box,34315
M03342,Medicine_3342,box,-5000
M03343,Medicine_3343,box,62826
M03344,Medicine_3344,box,75767
M03345,Medicine_3345,box,55717
M03346,,box,42282
M03347,Medicine_3347,box,29647
M03348,Medicine_3348,box,63533
M03349,Medicine_3349,box,81926
M03350,Medicine_3350,box,31291
M03351,Medicine_3351,box,61809
M03352,Medicine_3352,box,41227
M03353,Medicine_3353,box,82568
M03354,Medicine_3354,box,10077
M03355,Medicine_3355,box,15282
M03356,Medicine_3356,box,19103
M03357,Medicine_3357,box,12873
M03358,Medicine_3358,box,57647
M03359,Medicine_3359,box,12539
M03360,Medicine_3360,box,92411
M03361,Medicine_3361,,74330
M03362,Medicine_3362,box,-5000
M03363,Medicine_3363,box,21027
M03364,Medicine_3364,box,18337
M03365,Medicine_3365,box,27916
M03366,Medicine_3366,box,75152
M03367,Medicine_3367,box,56325
M03368,,box,95431
M03369,Medicine_3369,box,84897
M03370,Medicine_3370,box,27113
M03371,Medicine_3371,box,38511
M03372,Medicine_3372,box,39348
M03373,Medicine_3373,box,14848
M03374,Medicine_3374,box,54375
M03375,Medicine_3375,box,-5000
M03376,Medicine_3376,box,97712
M03377,Medicine_3377,box,78609
M03378,Medicine_3378,box,55891
M03379,Medicine_3379,box,59793
M03380,Medicine_3380,box,59015
M03381,Medicine_3381,box,62973
M03382,Medicine_3382,box,73579
M03383,Medicine_3383,box,61598
M03384,Medicine_3384,,51046
M03385,Medicine_3385,box,58687
M03386,Medicine_3386,box,21004
M03387,Medicine_3387,box,19832
M03388,Medicine_3388,box,31244
M03389,Medicine_3389,box,23717
M03390,Medicine_3390,box,13926
M03391,Medicine_3391,box,98101
M03392,Medicine_3392,box,62762
M03393,Medicine_3393,box,43614
M03394,Medicine_3394,box,26012
M03395,Medicine_3395,box,15790
M03396,Medicine_3396,box,-5000
M03397,Medicine_3397,box,96029
M03398,Medicine_3398,box,33584
M03399,Medicine_3399,box,47534
M03400,Medicine_3400,box,31820
M03401,Medicine_3401,box,78932
M03402,Medicine_3402,box,83291
M03403,Medicine_3403,box,69137
M03404,Medicine_3404,box,84796
M03405,Medicine_3405,box,48250
M03406,Medicine_3406,box,52386
M03407,Medicine_3407,box,35254
M03408,Medicine_3408,box,41085
M03409,Medicine_3409,,30101
M03410,Medicine_3410,box,63857
M03411,Medicine_3411,box,50461
M03412,Medicine_3412,box,75881
M03413,Medicine_3413,box,61488
M03414,Medicine_3414,box,abc
M03415,Medicine_3415,box,59242
M03416,Medicine_3416,box,51837
M03417,Medicine_3417,box,66534
M03418,Medicine_3418,box,36328
M03419,Medicine_3419,box,13951
M03420,Medicine_3420,box,13336
M03421,Medicine_3421,box,64516
M03422,Medicine_3422,box,91582
M03423,,box,26677
M03424,Medicine_3424,box,23469
